,total_fluid,true_vertical_depth,OilPeakRate,bin_lateral_length,frac_fluid_intensity,ffs_frac_type_Linear Only,ffs_frac_type_Slickwater Crosslink Hybrid,ffs_frac_type_Slickwater Linear Hybrid,ffs_frac_type_Slickwater Only,ffs_frac_type_Undefined,relative_well_position_Outer Well,relative_well_position_Standalone Well,relative_well_position_Unknown,batch_frac_classification_Batch-Sequential Frac,batch_frac_classification_Non-Batch Frac,batch_frac_classification_Unknown,well_family_relationship_Sibling Well,well_family_relationship_Standalone Well,well_family_relationship_Unknown,gross_perforated_length_bins
137,5773691.107999999,6320.866142,56.65477067,1.0,1714.222725,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
138,579880.9231,6341.535433,89.29723604,1.0,173.1293029,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
139,583902.8047,6465.551181,234.666703,1.0,190.0208999,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
140,3467339.6500000004,6966.535433,25.79762304,1.0,570.8121912,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
141,3467339.6500000004,6947.834645999999,11.14285887,0.0,570.8121912,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
142,3467339.6500000004,9322.834646,116.4740827,1.0,570.8121912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
143,1410213.0990000002,9373.031496,106.2500164,1.0,382.8905689,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
144,1839090.785,8170.275591,86.40668004,1.0,445.946596,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
146,777603.7513,7487.458631999999,0.036904768,0.0,345.9042957,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
147,3467339.6500000004,9076.771654,4.231746687,1.5,570.8121912,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
148,3467339.6500000004,6129.92126,105.559937,1.0,570.8121912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
149,393033.5608,6953.740156999999,44.93770537,1.0,105.9209808,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
150,1557000.336,7619.094488,89.94922027,1.0,429.2842175,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
152,3467339.6500000004,6913.385826999999,6.932824202000001,1.0,570.8121912,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
153,143852.2008,7959.645668999999,45.70919075,0.0,66.73691144,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
154,912004.6411,7201.771654000001,70.10675688,1.0,225.5590836,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
155,3467339.6500000004,6457.677165,200.29765,1.0,570.8121912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
156,517574.2349,6580.708661,34.02381479,1.0,120.9697315,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
158,3467339.6500000004,3017.716535,4.571429279,0.0,570.8121912,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
159,136400.0211,6676.1811020000005,201.107174,1.0,35.22684836,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
160,69794.29652,2615.15748,27.71811653,0.0,46.46854866,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
161,339543.0525,7099.409449,36.09524368,1.0,103.7521027,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
163,652107.2438,7799.941175,136.8428783,1.0,149.659128,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
164,860505.5141,6974.409449,97.58334844,1.0,223.54221490000003,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
165,489240.5995,6008.858268,79.51659394,1.0,120.0648428,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
166,1590207.246,7830.708661,87.96804933,1.0,403.9126405,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
167,1681440.26,8389.76378,156.0702622,1.0,401.9631304,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
168,1290737.605,9000.0,59.16429487,1.0,327.6016503,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
169,1255996.194,6932.086614,65.26191486,1.0,374.1108571,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
170,350270.8994,7134.84252,128.29327379999998,0.0,149.4646089,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
171,3467339.6500000004,6458.661417,57.2381041,1.0,570.8121912,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
172,497730.9104,7822.834645999999,64.32143853,1.0,120.86391129999998,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
173,600857.593,7480.314961,140.67859319999997,1.0,134.8214034,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
174,424343.5657,6737.204723999999,82.21152066,1.0,160.5709731,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
175,1071065.666,6625.984252,54.97619898,1.0,257.9290629,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
176,626614.1684,7993.110235999999,108.2976358,1.0,153.40722769999996,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
177,903389.5922,8005.905512,223.21432030000005,1.0,215.3046741,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
178,973563.6388,8102.362204999999,123.4095429,1.0,223.5346117,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
179,1320452.585,8466.535433,36.13345797,1.0,303.1818817,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
180,1072972.166,6816.929134,114.7000178,1.0,279.95370330000003,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
181,259470.0402,6698.818898,232.3214645,1.0,52.54565693,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
182,172180.3005,6700.787402,134.892878,0.0,73.81231446,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
183,3467339.6500000004,7663.385826999999,248.0595622,1.0,570.8121912,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
184,158379.0245,7724.409449,64.30655757,0.0,73.40925589,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
185,274169.2091,10391.73228,178.63098,0.0,113.37237140000002,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
186,1406338.468,9356.299213,119.2381137,1.0,391.5702612,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
187,3467339.6500000004,7570.866142,48.87421391,1.5,570.8121912,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
188,3467339.6500000004,7558.070866,131.9404966,1.5,570.8121912,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
189,617396.0955,6464.566929,10.46428733,1.0,174.1461502,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
190,3467339.6500000004,6937.007874,149.03573740000002,0.0,570.8121912,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
191,362035.7703,8837.598425,182.6666949,1.0,86.38523782,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
192,421056.8271,8002.952756000001,127.9365277,1.0,106.2841581,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
193,828097.9615,7041.338583,159.7115327,1.0,218.5318257,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
194,706098.9188,8025.590551,95.97620533,1.0,178.1466356,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
195,328801.5509,2550.19685,31.83651286,0.0,255.5947787,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
197,307823.4048,6799.212598,25.2857182,1.0,97.21746324,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
198,3467339.6500000004,7310.03937,154.6309763,1.0,570.8121912,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
199,569906.3025,7463.582676999999,175.21431280000002,1.0,143.857094,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
200,508245.0787,7406.496063,202.7055869,1.0,125.85352179999998,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
201,3467339.6500000004,6422.244094,43.46429244,1.0,570.8121912,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
202,135704.7353,6474.409449,12.38770033,1.0,34.17848564,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
204,566044.5876,6188.976378,343.23814839999994,1.0,122.990013,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
205,973086.0911,7554.133858,116.0531926,1.0,238.3450985,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
206,917049.8919,7551.181102,134.7500209,1.0,228.08388990000003,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
207,912473.7007,6466.535433,15.10635154,1.0,221.787866,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
208,3467339.6500000004,8651.574803,160.4373264,1.0,570.8121912,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
209,178595.0872,8624.015748,222.9405107,1.0,45.34048189999999,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
210,1371603.331,7871.062992,245.1337681,1.0,355.3159063,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
212,3467339.6500000004,6887.795276000001,24.93532132,1.0,570.8121912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
213,320906.5139,9064.96063,53.62262735,0.0,213.0987047,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
214,361684.4369,7156.496063,224.3809871,1.5,57.87862465,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
215,470223.5728,7163.385826999999,132.8817666,1.0,85.66382463,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
216,504818.471,7164.370079,176.2817733,1.5,81.59331316,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
217,887623.1374,6252.952756000001,88.10715649,1.0,271.7159107,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
218,934897.7756,2659.448819,76.73810711,1.0,239.8626616,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,744645.9486,2657.480315,101.28573,1.0,184.6169555,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
220,190582.8628,5376.968504,45.91667377,1.0,50.95583911,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
221,855662.1324,7804.133858,180.9285994,1.0,325.7222655,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
223,561224.0869,7208.661417,131.7619252,1.5,89.2477183,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
224,651968.8509,7185.03937,140.20240269999996,1.5,84.86871909,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
225,441606.1398,4605.314961,56.10715154,0.0,184.4867755,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
226,1846747.786,3909.448819,39.66667281,0.0,952.4343911,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
227,445649.0571,6466.535433,124.8214479,1.0,101.3156057,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
228,61309.89044,7662.401575,148.55954680000002,0.0,31.52370885,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
229,3467339.6500000004,4660.433071,91.15477601,0.0,570.8121912,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
230,439874.5681,8641.732283,165.8452638,1.0,105.778121,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
231,7380.953523,8181.102362,144.3214509,1.0,1.9047622,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
232,539821.5359,8202.755906,144.9619272,1.0,139.0967995,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
233,300804.487,7580.708661,192.7024108,1.0,81.49796235,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
235,409979.492,6596.456693,163.5833586,1.0,123.74900890000002,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
236,1219488.153,6824.80315,63.44048601,1.0,302.9339764,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
237,815773.6143,6858.267717000001,52.08334139,1.0,215.2794785,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
238,1594563.485,8230.314961,100.2143012,1.0,358.26548,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
239,474736.6568,7847.440945,201.4166978,1.0,113.7576517,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
240,3467339.6500000004,5394.685039,32.55527715,1.0,570.8121912,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
241,727055.6601,7007.874016,274.16288260000005,1.0,159.6129107,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
242,3467339.6500000004,6743.110236,17.56666939,1.0,570.8121912,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
243,625421.0373,6441.929134,36.55952947,1.0,168.0136895,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
244,527093.0816,6227.362204999999,254.2606686,1.0,118.3484135,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
245,494954.9337,8154.527559,82.16667938,1.0,121.6729283,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
246,422462.8987,7659.448819,128.6992263,1.0,109.635327,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
247,488285.5041,8146.653543,251.4405151,1.0,122.0413462,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
248,460133.8093,8086.614173000001,50.11140231,1.0,118.4733782,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
249,1302041.535,6456.692913,63.32143837,1.0,304.4589642,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
250,791228.6225,6993.110236,117.5238277,1.0,210.1668707,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
251,891188.8759999999,6441.929134,27.82143288,1.0,213.2975025,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
252,914639.6416,6613.188976,29.07143307,1.0,262.5067446,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
253,832974.5575,6512.795276,108.7706518,1.0,194.5522185,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
254,1408494.813,6737.204723999999,111.1071601,1.0,329.3511462,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
255,1189773.172,6768.700787000001,72.38096358,1.0,296.2768488,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
256,601589.0455,6458.661417,49.80953152,1.0,174.8325144,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
257,733084.792,10761.81102,30.70476666,1.0,180.1679121,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
258,471149.1443,7423.228345999999,133.3984333,1.0,110.80729879999998,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
259,3467339.6500000004,6303.149606,59.76191401,1.0,570.8121912,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
260,199239.9832,8078.740156999999,92.97620487,1.0,51.82483946,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
261,300303.3203,7685.03937,102.7797778,1.0,69.70714494,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
262,174145.4793,7448.818898,103.8571589,1.0,30.25509696,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
263,872557.8731,7729.330709000001,146.6666894,1.0,219.9798509,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
264,1685458.082,6357.283465,65.64128000000001,1.5,265.904567,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
265,1170889.741,6068.897638,6.666667698,1.0,296.2948883,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
266,862242.9906,6529.527559,49.88294423,1.0,212.3730614,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
267,846568.7977,6288.385827,63.03572404,1.0,204.0602369,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
268,1359115.496,7001.968504,65.23532756,1.0,323.5382718,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
269,225534.6301,8076.771654000001,34.678576799999995,0.0,94.25881704,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
270,818589.8172,7591.535433,172.70240769999998,1.0,215.7984572,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
